id,dteday,Season,Hour,Holiday,Days,Workdays,Weather,Temp,TempFeeled,Humidity,Windspeed,Casual,Registered,Total User,Suhu
6579,2011-10-06,Winter,16,No,Thu,Yes,Good,23.779999999999998,27.275,49.0,12.998000000000001,51,272,323,Panas
6580,2011-10-06,Winter,17,No,Thu,Yes,Good,22.96,26.515,52.0,8.9981,63,505,568,Panas
6581,2011-10-06,Winter,18,No,Thu,Yes,Good,22.14,25.759999999999998,64.0,6.0032,59,479,538,Panas
6582,2011-10-06,Winter,19,No,Thu,Yes,Good,21.32,25.0,59.0,7.0015,38,305,343,Panas
6583,2011-10-06,Winter,20,No,Thu,Yes,Good,20.5,24.240000000000002,77.0,7.0015,29,231,260,Panas
6584,2011-10-06,Winter,21,No,Thu,Yes,Good,18.86,22.725,88.0,6.0032,34,161,195,Panas
6585,2011-10-06,Winter,22,No,Thu,Yes,Good,18.86,22.725,82.0,0.0,24,124,148,Panas
6586,2011-10-06,Winter,23,No,Thu,Yes,Good,18.04,21.97,88.0,6.0032,18,81,99,Panas
6587,2011-10-07,Winter,0,No,Fri,Yes,Good,18.04,21.97,88.0,0.0,19,48,67,Panas
6588,2011-10-07,Winter,1,No,Fri,Yes,Good,18.04,21.97,88.0,0.0,3,25,28,Panas
6589,2011-10-07,Winter,2,No,Fri,Yes,Good,17.22,21.21,88.0,0.0,0,5,5,Panas
6590,2011-10-07,Winter,3,No,Fri,Yes,Good,16.400000000000002,20.455000000000002,87.0,0.0,1,9,10,Panas
6591,2011-10-07,Winter,4,No,Fri,Yes,Good,16.400000000000002,20.455000000000002,87.0,7.0015,0,5,5,Panas
6592,2011-10-07,Winter,5,No,Fri,Yes,Good,17.22,21.21,82.0,0.0,3,24,27,Panas
6593,2011-10-07,Winter,6,No,Fri,Yes,Good,17.22,21.21,88.0,0.0,3,84,87,Panas
6594,2011-10-07,Winter,7,No,Fri,Yes,Good,17.22,21.21,94.0,0.0,5,237,242,Panas
6595,2011-10-07,Winter,8,No,Fri,Yes,Good,18.86,22.725,82.0,0.0,31,386,417,Panas
6596,2011-10-07,Winter,9,No,Fri,Yes,Good,19.68,23.485,77.0,0.0,34,207,241,Panas
6597,2011-10-07,Winter,10,No,Fri,Yes,Good,21.32,25.0,68.0,6.0032,48,126,174,Panas
6598,2011-10-07,Winter,11,No,Fri,Yes,Good,22.96,26.515,63.0,0.0,80,150,230,Panas
6599,2011-10-07,Winter,12,No,Fri,Yes,Good,24.599999999999998,31.06,53.0,0.0,61,174,235,Normal
6600,2011-10-07,Winter,13,No,Fri,Yes,Good,24.599999999999998,31.06,46.0,0.0,95,210,305,Normal
6601,2011-10-07,Winter,14,No,Fri,Yes,Good,25.419999999999998,31.06,50.0,0.0,77,179,256,Normal
6602,2011-10-07,Winter,15,No,Fri,Yes,Good,27.060000000000002,31.06,41.0,0.0,68,202,270,Normal
6603,2011-10-07,Winter,16,No,Fri,Yes,Good,26.240000000000002,31.06,44.0,0.0,73,346,419,Normal
6604,2011-10-07,Winter,17,No,Fri,Yes,Good,24.599999999999998,31.06,56.00000000000001,16.997899999999998,101,462,563,Normal
6605,2011-10-07,Winter,18,No,Fri,Yes,Good,22.96,26.515,60.0,6.0032,94,371,465,Panas
6606,2011-10-07,Winter,19,No,Fri,Yes,Good,22.96,26.515,52.0,0.0,51,243,294,Panas
6607,2011-10-07,Winter,20,No,Fri,Yes,Good,22.14,25.759999999999998,49.0,0.0,30,167,197,Panas
6608,2011-10-07,Winter,21,No,Fri,Yes,Good,20.5,24.240000000000002,68.0,0.0,22,144,166,Panas
6609,2011-10-07,Winter,22,No,Fri,Yes,Good,20.5,24.240000000000002,68.0,0.0,27,119,146,Panas
6610,2011-10-07,Winter,23,No,Fri,Yes,Good,20.5,24.240000000000002,63.0,0.0,23,113,136,Panas
6611,2011-10-08,Winter,0,No,Sat,No,Good,19.68,23.485,72.0,0.0,17,72,89,Panas
6612,2011-10-08,Winter,1,No,Sat,No,Good,18.86,22.725,82.0,0.0,14,51,65,Panas
6613,2011-10-08,Winter,2,No,Sat,No,Good,18.86,22.725,82.0,0.0,4,41,45,Panas
6614,2011-10-08,Winter,3,No,Sat,No,Good,18.04,21.97,88.0,0.0,4,16,20,Panas
6615,2011-10-08,Winter,4,No,Sat,No,Good,17.22,21.21,94.0,8.9981,3,7,10,Panas
6616,2011-10-08,Winter,5,No,Sat,No,Good,17.22,21.21,88.0,7.0015,1,7,8,Panas
6617,2011-10-08,Winter,6,No,Sat,No,Good,17.22,21.21,94.0,0.0,6,16,22,Panas
6618,2011-10-08,Winter,7,No,Sat,No,Good,17.22,21.21,94.0,6.0032,27,46,73,Panas
6619,2011-10-08,Winter,8,No,Sat,No,Good,18.86,22.725,82.0,0.0,14,89,103,Panas
6620,2011-10-08,Winter,9,No,Sat,No,Good,20.5,24.240000000000002,77.0,0.0,54,163,217,Panas
6621,2011-10-08,Winter,10,No,Sat,No,Good,21.32,25.0,77.0,0.0,120,217,337,Panas
6622,2011-10-08,Winter,11,No,Sat,No,Good,23.779999999999998,27.275,56.00000000000001,0.0,176,221,397,Panas
6623,2011-10-08,Winter,12,No,Sat,No,Good,25.419999999999998,31.06,35.0,0.0,191,255,446,Normal
6624,2011-10-08,Winter,13,No,Sat,No,Good,25.419999999999998,31.06,46.0,7.0015,256,229,485,Normal
6625,2011-10-08,Winter,14,No,Sat,No,Good,25.419999999999998,31.06,50.0,6.0032,251,214,465,Normal
6626,2011-10-08,Winter,15,No,Sat,No,Good,27.060000000000002,31.06,39.0,0.0,262,234,496,Normal
6627,2011-10-08,Winter,16,No,Sat,No,Good,26.240000000000002,31.06,44.0,6.0032,221,230,451,Normal
6628,2011-10-08,Winter,17,No,Sat,No,Good,25.419999999999998,31.06,50.0,8.9981,174,219,393,Normal
6629,2011-10-08,Winter,18,No,Sat,No,Good,24.599999999999998,31.06,46.0,7.0015,135,224,359,Normal
6630,2011-10-08,Winter,19,No,Sat,No,Good,22.14,25.759999999999998,68.0,8.9981,76,172,248,Panas
6631,2011-10-08,Winter,20,No,Sat,No,Good,21.32,25.0,77.0,7.0015,78,124,202,Panas
6632,2011-10-08,Winter,21,No,Sat,No,Good,21.32,25.0,77.0,0.0,54,133,187,Panas
6633,2011-10-08,Winter,22,No,Sat,No,Good,20.5,24.240000000000002,77.0,0.0,45,104,149,Panas
6634,2011-10-08,Winter,23,No,Sat,No,Good,19.68,23.485,88.0,0.0,52,90,142,Panas
6635,2011-10-09,Winter,0,No,Sun,No,Good,18.86,22.725,88.0,6.0032,46,83,129,Panas
6636,2011-10-09,Winter,1,No,Sun,No,Good,18.86,22.725,88.0,0.0,15,63,78,Panas
6637,2011-10-09,Winter,2,No,Sun,No,Good,18.86,22.725,88.0,0.0,20,35,55,Panas
6638,2011-10-09,Winter,3,No,Sun,No,Good,18.04,21.97,88.0,0.0,10,20,30,Panas
6639,2011-10-09,Winter,4,No,Sun,No,Good,18.04,21.97,88.0,0.0,7,7,14,Panas
6640,2011-10-09,Winter,5,No,Sun,No,Good,18.04,21.97,88.0,0.0,1,14,15,Panas
6641,2011-10-09,Winter,6,No,Sun,No,Good,18.04,21.97,88.0,0.0,7,14,21,Panas
6642,2011-10-09,Winter,7,No,Sun,No,Good,18.04,21.97,86.0,0.0,18,26,44,Panas
6643,2011-10-09,Winter,8,No,Sun,No,Good,18.86,22.725,88.0,0.0,25,82,107,Panas
6644,2011-10-09,Winter,9,No,Sun,No,Good,20.5,24.240000000000002,77.0,0.0,66,119,185,Panas
6645,2011-10-09,Winter,10,No,Sun,No,Good,22.96,26.515,68.0,6.0032,155,210,365,Panas
6646,2011-10-09,Winter,11,No,Sun,No,Good,25.419999999999998,31.06,53.0,6.0032,189,234,423,Normal
6647,2011-10-09,Winter,12,No,Sun,No,Good,26.240000000000002,31.06,44.0,6.0032,212,243,455,Normal
6648,2011-10-09,Winter,13,No,Sun,No,Good,27.060000000000002,31.06,44.0,6.0032,225,193,418,Normal
6649,2011-10-09,Winter,14,No,Sun,No,Good,27.880000000000003,31.819999999999997,47.0,11.0014,272,228,500,Normal
6650,2011-10-09,Winter,15,No,Sun,No,Good,27.880000000000003,31.819999999999997,51.0,11.0014,198,209,407,Normal
6651,2011-10-09,Winter,16,No,Sun,No,Good,27.060000000000002,31.06,50.0,8.9981,223,247,470,Normal
6652,2011-10-09,Winter,17,No,Sun,No,Good,25.419999999999998,30.305,61.0,7.0015,208,230,438,Normal
6653,2011-10-09,Winter,18,No,Sun,No,Good,26.240000000000002,31.06,50.0,7.0015,186,228,414,Normal
6654,2011-10-09,Winter,19,No,Sun,No,Good,22.96,26.515,73.0,6.0032,116,186,302,Panas
6655,2011-10-09,Winter,20,No,Sun,No,Good,22.96,26.515,73.0,7.0015,59,134,193,Panas
6656,2011-10-09,Winter,21,No,Sun,No,Good,22.14,25.759999999999998,83.0,7.0015,53,120,173,Panas
6657,2011-10-09,Winter,22,No,Sun,No,Not Good,21.32,25.0,94.0,0.0,48,104,152,Panas
6658,2011-10-09,Winter,23,No,Sun,No,Good,20.5,24.240000000000002,88.0,7.0015,38,85,123,Panas
6659,2011-10-10,Winter,0,Yes,Mon,No,Good,20.5,24.240000000000002,94.0,0.0,11,42,53,Panas
6660,2011-10-10,Winter,1,Yes,Mon,No,Good,19.68,23.485,88.0,0.0,4,30,34,Panas
6661,2011-10-10,Winter,2,Yes,Mon,No,Good,19.68,23.485,88.0,0.0,4,15,19,Panas
6662,2011-10-10,Winter,3,Yes,Mon,No,Good,18.86,22.725,88.0,0.0,2,9,11,Panas
6663,2011-10-10,Winter,4,Yes,Mon,No,Good,18.86,22.725,94.0,0.0,2,4,6,Panas
6664,2011-10-10,Winter,5,Yes,Mon,No,Good,18.86,22.725,94.0,0.0,2,19,21,Panas
6665,2011-10-10,Winter,6,Yes,Mon,No,Good,18.04,21.97,94.0,0.0,5,39,44,Panas
6666,2011-10-10,Winter,7,Yes,Mon,No,Good,18.86,22.725,88.0,0.0,12,102,114,Panas
6667,2011-10-10,Winter,8,Yes,Mon,No,Good,21.32,25.0,83.0,0.0,27,227,254,Panas
6668,2011-10-10,Winter,9,Yes,Mon,No,Good,22.14,25.759999999999998,77.0,0.0,58,161,219,Panas
6669,2011-10-10,Winter,10,Yes,Mon,No,Good,22.96,26.515,73.0,11.0014,107,158,265,Panas
6670,2011-10-10,Winter,11,Yes,Mon,No,Good,25.419999999999998,30.305,69.0,6.0032,139,183,322,Normal
6671,2011-10-10,Winter,12,Yes,Mon,No,Not Good,28.7,32.574999999999996,48.0,6.0032,164,201,365,Normal
6672,2011-10-10,Winter,13,Yes,Mon,No,Good,29.52,32.574999999999996,37.0,0.0,146,219,365,Normal
6673,2011-10-10,Winter,14,Yes,Mon,No,Good,30.34,32.574999999999996,37.0,0.0,147,223,370,Normal
6674,2011-10-10,Winter,15,Yes,Mon,No,Not Good,29.52,32.574999999999996,42.0,7.0015,130,254,384,Normal
6675,2011-10-10,Winter,16,Yes,Mon,No,Not Good,28.7,31.819999999999997,45.0,6.0032,154,248,402,Normal
6676,2011-10-10,Winter,17,Yes,Mon,No,Not Good,27.060000000000002,31.06,54.0,7.0015,125,334,459,Normal
6677,2011-10-10,Winter,18,Yes,Mon,No,Not Good,26.240000000000002,31.06,53.0,0.0,108,365,473,Normal
6678,2011-10-10,Winter,19,Yes,Mon,No,Not Good,23.779999999999998,27.275,78.0,6.0032,69,267,336,Panas
6679,2011-10-10,Winter,20,Yes,Mon,No,Good,24.599999999999998,29.544999999999998,73.0,0.0,37,188,225,Panas
6680,2011-10-10,Winter,21,Yes,Mon,No,Good,22.96,26.515,88.0,6.0032,27,148,175,Panas
6681,2011-10-10,Winter,22,Yes,Mon,No,Good,22.96,26.515,88.0,6.0032,22,104,126,Panas
6682,2011-10-10,Winter,23,Yes,Mon,No,Not Good,22.14,25.759999999999998,88.0,7.0015,12,63,75,Panas
6683,2011-10-11,Winter,0,No,Tue,Yes,Not Good,22.14,25.759999999999998,88.0,0.0,14,16,30,Panas
6684,2011-10-11,Winter,1,No,Tue,Yes,Not Good,21.32,25.0,94.0,6.0032,2,9,11,Panas
6685,2011-10-11,Winter,2,No,Tue,Yes,Not Good,21.32,25.0,94.0,8.9981,1,4,5,Panas
6686,2011-10-11,Winter,3,No,Tue,Yes,Not Good,21.32,25.0,88.0,7.0015,2,1,3,Panas
6687,2011-10-11,Winter,4,No,Tue,Yes,Not Good,21.32,25.0,88.0,8.9981,0,5,5,Panas
6688,2011-10-11,Winter,5,No,Tue,Yes,Not Good,21.32,25.0,88.0,0.0,0,20,20,Panas
6689,2011-10-11,Winter,6,No,Tue,Yes,Good,21.32,25.0,83.0,6.0032,9,114,123,Panas
6690,2011-10-11,Winter,7,No,Tue,Yes,Not Good,21.32,25.0,88.0,6.0032,19,333,352,Panas
6691,2011-10-11,Winter,8,No,Tue,Yes,Not Good,22.96,26.515,83.0,7.0015,31,375,406,Panas
6692,2011-10-11,Winter,9,No,Tue,Yes,Not Good,24.599999999999998,29.544999999999998,69.0,0.0,40,195,235,Panas
6693,2011-10-11,Winter,10,No,Tue,Yes,Not Good,24.599999999999998,29.544999999999998,69.0,8.9981,38,111,149,Panas
6694,2011-10-11,Winter,11,No,Tue,Yes,Not Good,24.599999999999998,29.544999999999998,73.0,11.0014,31,92,123,Panas
6695,2011-10-11,Winter,12,No,Tue,Yes,Not Good,24.599999999999998,29.544999999999998,73.0,11.0014,51,130,181,Panas
6696,2011-10-11,Winter,13,No,Tue,Yes,Not Good,24.599999999999998,29.544999999999998,73.0,12.998000000000001,42,138,180,Panas
6697,2011-10-11,Winter,14,No,Tue,Yes,Nearly Bad,24.599999999999998,29.544999999999998,73.0,7.0015,54,117,171,Panas
6698,2011-10-11,Winter,15,No,Tue,Yes,Not Good,24.599999999999998,28.79,78.0,11.0014,36,139,175,Panas
6699,2011-10-11,Winter,16,No,Tue,Yes,Not Good,24.599999999999998,29.544999999999998,73.0,11.0014,63,257,320,Panas
6700,2011-10-11,Winter,17,No,Tue,Yes,Not Good,24.599999999999998,28.79,78.0,16.997899999999998,70,534,604,Panas
6701,2011-10-11,Winter,18,No,Tue,Yes,Not Good,24.599999999999998,28.79,78.0,15.001299999999999,46,493,539,Panas
6702,2011-10-11,Winter,19,No,Tue,Yes,Not Good,23.779999999999998,27.275,83.0,15.001299999999999,33,285,318,Panas
6703,2011-10-11,Winter,20,No,Tue,Yes,Not Good,23.779999999999998,27.275,83.0,15.001299999999999,31,203,234,Panas
6704,2011-10-11,Winter,21,No,Tue,Yes,Not Good,23.779999999999998,27.275,78.0,12.998000000000001,17,158,175,Panas
6705,2011-10-11,Winter,22,No,Tue,Yes,Not Good,22.96,26.515,83.0,12.998000000000001,27,120,147,Panas
6706,2011-10-11,Winter,23,No,Tue,Yes,Not Good,22.96,26.515,83.0,19.0012,10,47,57,Panas
6707,2011-10-12,Winter,0,No,Wed,Yes,Not Good,22.96,26.515,83.0,8.9981,2,23,25,Panas
6708,2011-10-12,Winter,1,No,Wed,Yes,Nearly Bad,22.96,26.515,83.0,8.9981,2,8,10,Panas
6709,2011-10-12,Winter,2,No,Wed,Yes,Not Good,22.96,26.515,83.0,19.0012,0,2,2,Panas
6710,2011-10-12,Winter,3,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,19.999499999999998,0,2,2,Panas
6711,2011-10-12,Winter,4,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,26.0027,1,6,7,Panas
6712,2011-10-12,Winter,5,No,Wed,Yes,Not Good,22.14,25.759999999999998,88.0,22.0028,0,22,22,Panas
6713,2011-10-12,Winter,6,No,Wed,Yes,Not Good,22.14,25.759999999999998,88.0,16.997899999999998,5,107,112,Panas
6714,2011-10-12,Winter,7,No,Wed,Yes,Not Good,22.14,25.759999999999998,88.0,26.0027,15,244,259,Panas
6715,2011-10-12,Winter,8,No,Wed,Yes,Not Good,22.14,25.759999999999998,88.0,26.0027,27,377,404,Panas
6716,2011-10-12,Winter,9,No,Wed,Yes,Not Good,22.14,25.759999999999998,88.0,30.002599999999997,14,183,197,Panas
6717,2011-10-12,Winter,10,No,Wed,Yes,Not Good,22.14,25.759999999999998,88.0,26.0027,15,98,113,Panas
6718,2011-10-12,Winter,11,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,22.0028,18,102,120,Panas
6719,2011-10-12,Winter,12,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,88.0,22.0028,9,53,62,Panas
6720,2011-10-12,Winter,13,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,88.0,15.001299999999999,25,76,101,Panas
6721,2011-10-12,Winter,14,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,19.0012,8,70,78,Panas
6722,2011-10-12,Winter,15,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,16.997899999999998,3,42,45,Panas
6723,2011-10-12,Winter,16,No,Wed,Yes,Not Good,22.96,26.515,88.0,15.001299999999999,5,50,55,Panas
6724,2011-10-12,Winter,17,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,15.001299999999999,16,235,251,Panas
6725,2011-10-12,Winter,18,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,8.9981,11,161,172,Panas
6726,2011-10-12,Winter,19,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,8.9981,7,102,109,Panas
6727,2011-10-12,Winter,20,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,7.0015,9,81,90,Panas
6728,2011-10-12,Winter,21,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,100.0,7.0015,9,74,83,Panas
6729,2011-10-12,Winter,22,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,6.0032,3,40,43,Panas
6730,2011-10-12,Winter,23,No,Wed,Yes,Nearly Bad,22.14,25.759999999999998,94.0,6.0032,13,41,54,Panas
6731,2011-10-13,Winter,0,No,Thu,Yes,Not Good,22.14,25.759999999999998,94.0,8.9981,1,14,15,Panas
6732,2011-10-13,Winter,1,No,Thu,Yes,Not Good,22.14,25.759999999999998,94.0,0.0,3,9,12,Panas
6733,2011-10-13,Winter,2,No,Thu,Yes,Not Good,22.14,25.759999999999998,94.0,0.0,0,4,4,Panas
6734,2011-10-13,Winter,3,No,Thu,Yes,Not Good,22.14,25.759999999999998,100.0,12.998000000000001,2,4,6,Panas
6735,2011-10-13,Winter,4,No,Thu,Yes,Not Good,22.14,25.759999999999998,100.0,7.0015,2,5,7,Panas
6736,2011-10-13,Winter,5,No,Thu,Yes,Not Good,22.14,25.759999999999998,100.0,7.0015,1,16,17,Panas
6737,2011-10-13,Winter,6,No,Thu,Yes,Nearly Bad,22.14,25.759999999999998,100.0,6.0032,1,51,52,Panas
6738,2011-10-13,Winter,7,No,Thu,Yes,Nearly Bad,22.14,25.759999999999998,100.0,8.9981,5,76,81,Panas
6739,2011-10-13,Winter,8,No,Thu,Yes,Nearly Bad,22.14,25.759999999999998,100.0,6.0032,10,199,209,Panas
6740,2011-10-13,Winter,9,No,Thu,Yes,Nearly Bad,22.96,26.515,100.0,7.0015,3,106,109,Panas
6741,2011-10-13,Winter,10,No,Thu,Yes,Nearly Bad,22.96,26.515,100.0,8.9981,16,53,69,Panas
6742,2011-10-13,Winter,11,No,Thu,Yes,Not Good,25.419999999999998,28.79,83.0,0.0,8,76,84,Panas
6743,2011-10-13,Winter,12,No,Thu,Yes,Not Good,25.419999999999998,28.03,88.0,0.0,10,95,105,Panas
6744,2011-10-13,Winter,13,No,Thu,Yes,Not Good,26.240000000000002,28.79,83.0,11.0014,20,142,162,Panas
6745,2011-10-13,Winter,14,No,Thu,Yes,Good,27.060000000000002,30.305,78.0,12.998000000000001,22,111,133,Normal
6746,2011-10-13,Winter,15,No,Thu,Yes,Good,27.060000000000002,30.305,78.0,12.998000000000001,27,128,155,Normal
6747,2011-10-13,Winter,16,No,Thu,Yes,Good,27.060000000000002,31.06,74.0,15.001299999999999,36,240,276,Normal
6748,2011-10-13,Winter,17,No,Thu,Yes,Nearly Bad,25.419999999999998,28.79,83.0,16.997899999999998,47,432,479,Panas
6749,2011-10-13,Winter,18,No,Thu,Yes,Nearly Bad,25.419999999999998,28.79,83.0,16.997899999999998,20,248,268,Panas
6750,2011-10-13,Winter,19,No,Thu,Yes,Not Good,25.419999999999998,28.79,83.0,11.0014,18,187,205,Panas
6751,2011-10-13,Winter,20,No,Thu,Yes,Good,25.419999999999998,28.79,83.0,19.0012,15,166,181,Panas
6752,2011-10-13,Winter,21,No,Thu,Yes,Good,25.419999999999998,28.79,83.0,12.998000000000001,8,115,123,Panas
6753,2011-10-13,Winter,22,No,Thu,Yes,Good,25.419999999999998,28.79,83.0,12.998000000000001,13,101,114,Panas
6754,2011-10-13,Winter,23,No,Thu,Yes,Not Good,23.779999999999998,27.275,88.0,12.998000000000001,2,45,47,Panas
6755,2011-10-14,Winter,0,No,Fri,Yes,Good,23.779999999999998,27.275,94.0,6.0032,10,29,39,Panas
6756,2011-10-14,Winter,1,No,Fri,Yes,Good,23.779999999999998,27.275,94.0,8.9981,8,16,24,Panas
6757,2011-10-14,Winter,2,No,Fri,Yes,Good,22.96,26.515,94.0,11.0014,0,6,6,Panas
6758,2011-10-14,Winter,3,No,Fri,Yes,Good,22.96,26.515,94.0,8.9981,1,6,7,Panas
6759,2011-10-14,Winter,4,No,Fri,Yes,Good,22.96,26.515,94.0,12.998000000000001,0,8,8,Panas
6760,2011-10-14,Winter,5,No,Fri,Yes,Not Good,22.96,26.515,94.0,11.0014,0,17,17,Panas
6761,2011-10-14,Winter,6,No,Fri,Yes,Nearly Bad,22.96,26.515,88.0,12.998000000000001,4,90,94,Panas
6762,2011-10-14,Winter,7,No,Fri,Yes,Nearly Bad,22.96,26.515,88.0,12.998000000000001,10,137,147,Panas
6763,2011-10-14,Winter,8,No,Fri,Yes,Not Good,22.96,26.515,90.0,11.0014,23,186,209,Panas
6764,2011-10-14,Winter,9,No,Fri,Yes,Not Good,22.96,26.515,94.0,15.001299999999999,16,164,180,Panas
6765,2011-10-14,Winter,10,No,Fri,Yes,Nearly Bad,22.14,25.759999999999998,88.0,23.9994,17,108,125,Panas
6766,2011-10-14,Winter,11,No,Fri,Yes,Nearly Bad,21.32,25.0,88.0,11.0014,11,76,87,Panas
6767,2011-10-14,Winter,12,No,Fri,Yes,Nearly Bad,21.32,25.0,88.0,11.0014,13,62,75,Panas
6768,2011-10-14,Winter,13,No,Fri,Yes,Good,22.96,26.515,73.0,23.9994,18,114,132,Panas
6769,2011-10-14,Winter,14,No,Fri,Yes,Good,25.419999999999998,31.06,43.0,23.9994,37,119,156,Normal
6770,2011-10-14,Winter,15,No,Fri,Yes,Good,25.419999999999998,31.06,43.0,19.0012,61,169,230,Normal
6771,2011-10-14,Winter,16,No,Fri,Yes,Good,24.599999999999998,31.06,43.0,15.001299999999999,80,264,344,Normal
6772,2011-10-14,Winter,17,No,Fri,Yes,Good,23.779999999999998,27.275,46.0,27.999299999999998,55,426,481,Panas
6773,2011-10-14,Winter,18,No,Fri,Yes,Good,22.14,25.759999999999998,39.0,19.0012,62,361,423,Panas
6774,2011-10-14,Winter,19,No,Fri,Yes,Good,22.14,25.759999999999998,39.0,22.0028,27,221,248,Panas
6775,2011-10-14,Winter,20,No,Fri,Yes,Good,21.32,25.0,42.0,12.998000000000001,19,177,196,Panas
6776,2011-10-14,Winter,21,No,Fri,Yes,Good,20.5,24.240000000000002,45.0,12.998000000000001,22,156,178,Panas
6777,2011-10-14,Winter,22,No,Fri,Yes,Good,18.86,22.725,59.0,15.001299999999999,20,123,143,Panas
6778,2011-10-14,Winter,23,No,Fri,Yes,Good,18.86,22.725,59.0,11.0014,15,80,95,Panas
6779,2011-10-15,Winter,0,No,Sat,No,Good,18.86,22.725,55.00000000000001,7.0015,18,88,106,Panas
6780,2011-10-15,Winter,1,No,Sat,No,Good,18.86,22.725,55.00000000000001,16.997899999999998,9,64,73,Panas
6781,2011-10-15,Winter,2,No,Sat,No,Good,18.86,22.725,59.0,12.998000000000001,17,39,56,Panas
6782,2011-10-15,Winter,3,No,Sat,No,Good,18.04,21.97,62.0,12.998000000000001,5,18,23,Panas
6783,2011-10-15,Winter,4,No,Sat,No,Good,17.22,21.21,67.0,8.9981,0,6,6,Panas
6784,2011-10-15,Winter,5,No,Sat,No,Good,17.22,21.21,71.0,11.0014,1,6,7,Panas
6785,2011-10-15,Winter,6,No,Sat,No,Good,16.400000000000002,20.455000000000002,71.0,0.0,5,15,20,Panas
6786,2011-10-15,Winter,7,No,Sat,No,Good,16.400000000000002,20.455000000000002,76.0,7.0015,17,40,57,Panas
6787,2011-10-15,Winter,8,No,Sat,No,Good,18.86,22.725,59.0,19.0012,24,101,125,Panas
6788,2011-10-15,Winter,9,No,Sat,No,Good,21.32,25.0,48.0,19.999499999999998,50,157,207,Panas
6789,2011-10-15,Winter,10,No,Sat,No,Good,22.14,25.759999999999998,45.0,30.002599999999997,115,207,322,Panas
6790,2011-10-15,Winter,11,No,Sat,No,Good,22.96,26.515,40.0,26.0027,153,221,374,Panas
6791,2011-10-15,Winter,12,No,Sat,No,Good,23.779999999999998,27.275,35.0,36.9974,195,261,456,Panas
6792,2011-10-15,Winter,13,No,Sat,No,Good,24.599999999999998,31.06,35.0,31.0009,171,223,394,Normal
6793,2011-10-15,Winter,14,No,Sat,No,Good,24.599999999999998,31.06,33.0,31.0009,242,230,472,Normal
6794,2011-10-15,Winter,15,No,Sat,No,Good,25.419999999999998,31.06,31.0,32.9975,166,211,377,Normal
6795,2011-10-15,Winter,16,No,Sat,No,Good,25.419999999999998,31.06,28.999999999999996,26.0027,179,264,443,Normal
6796,2011-10-15,Winter,17,No,Sat,No,Good,23.779999999999998,27.275,32.0,19.0012,177,264,441,Panas
6797,2011-10-15,Winter,18,No,Sat,No,Good,22.14,25.759999999999998,39.0,12.998000000000001,121,251,372,Panas
6798,2011-10-15,Winter,19,No,Sat,No,Good,20.5,24.240000000000002,51.0,8.9981,61,177,238,Panas
6799,2011-10-15,Winter,20,No,Sat,No,Good,20.5,24.240000000000002,48.0,8.9981,42,137,179,Panas
6800,2011-10-15,Winter,21,No,Sat,No,Good,20.5,24.240000000000002,42.0,15.001299999999999,53,115,168,Panas
6801,2011-10-15,Winter,22,No,Sat,No,Good,20.5,24.240000000000002,36.0,8.9981,45,121,166,Panas
6802,2011-10-15,Winter,23,No,Sat,No,Good,19.68,23.485,41.0,11.0014,33,102,135,Panas
6803,2011-10-16,Winter,0,No,Sun,No,Good,18.86,22.725,44.0,8.9981,22,85,107,Panas
6804,2011-10-16,Winter,1,No,Sun,No,Good,18.04,21.97,47.0,8.9981,13,64,77,Panas
6805,2011-10-16,Winter,2,No,Sun,No,Good,17.22,21.21,54.0,8.9981,13,52,65,Panas
6806,2011-10-16,Winter,3,No,Sun,No,Good,17.22,21.21,54.0,8.9981,11,31,42,Panas
6807,2011-10-16,Winter,4,No,Sun,No,Good,17.22,21.21,54.0,12.998000000000001,5,7,12,Panas
6808,2011-10-16,Winter,5,No,Sun,No,Good,17.22,21.21,54.0,11.0014,1,6,7,Panas
6809,2011-10-16,Winter,6,No,Sun,No,Good,15.58,19.695,66.0,11.0014,3,7,10,Panas
6810,2011-10-16,Winter,7,No,Sun,No,Good,16.400000000000002,20.455000000000002,62.0,8.9981,9,39,48,Panas
6811,2011-10-16,Winter,8,No,Sun,No,Good,18.04,21.97,62.0,12.998000000000001,28,71,99,Panas
6812,2011-10-16,Winter,9,No,Sun,No,Good,20.5,24.240000000000002,45.0,15.001299999999999,39,151,190,Panas
6813,2011-10-16,Winter,10,No,Sun,No,Good,22.14,25.759999999999998,45.0,16.997899999999998,121,226,347,Panas
